context_feature,item_feature,field_pair,positive_support,negative_support,learned_weight,absolute_weight
ctx:category=sweaters cardigans,item:price=missing,category×price,1712,16000,-0.020009726285934448,0.020009726285934448
ctx:material=spandex,item:color=color: red,material×color,80,16928,0.02000972256064415,0.02000972256064415
ctx:feature=canvas,item:feature=imported,feature×feature,83,3192,-0.020009715110063553,0.020009715110063553
ctx:feature=domestic,item:feature=domestic,feature×feature,39,312,0.020009692758321762,0.020009692758321762
ctx:feature=100% linen,item:feature=100% linen,feature×feature,38,304,0.020009685307741165,0.020009685307741165
ctx:feature=is discontinued by manufacturer: no,item:color=color: black,feature×color,1858,72744,-0.02000967599451542,0.02000967599451542
ctx:category=shoes & jewelry women,item:feature=made in usa or imported,category×feature,48,22848,0.02000967413187027,0.02000967413187027
ctx:category=active shirts & tees t-shirts,item:popularity=3,category×popularity,128,6336,0.020009659230709076,0.020009659230709076
ctx:category=jewelry cuff links,item:color=color: black,category×color,56,1792,-0.020009653642773628,0.020009653642773628
ctx:color=color: gray,item:price=missing,color×price,541,5192,-0.02000964805483818,0.02000964805483818
ctx:material=cotton,"item:material=cotton,polyester",material×material,95,261232,0.02000962384045124,0.02000962384045124
ctx:category=shirts t-shirts,item:color=color: black,category×color,1520,68480,-0.020009618252515793,0.020009618252515793
ctx:category=sleep & lounge sets,item:material=spandex,category×material,96,14656,0.02000960148870945,0.02000960148870945
ctx:category=tees & blouses tunics,item:feature=made in u.s.a,category×feature,48,26368,0.020009595900774002,0.020009595900774002
ctx:feature=mirror coating coating,item:feature=mirror coating coating,feature×feature,42,336,0.020009592175483704,0.020009592175483704
ctx:category=shoes fashion sneakers,item:color=color: white,category×color,584,52544,0.020009584724903107,0.020009584724903107
ctx:category=watches wrist watches,item:feature=quality japanese-quartz movement,category×feature,120,54080,0.02000957913696766,0.02000957913696766
ctx:material=100% fabric or textile,item:material=100% fabric or textile,material×material,41,328,0.02000957354903221,0.02000957354903221
ctx:feature=quartz movement,item:feature=quartz movement,feature×feature,217,1736,0.020009562373161316,0.020009562373161316
ctx:category=hats & caps baseball caps,item:feature=hook and loop closure,category×feature,304,20224,-0.020009532570838928,0.020009532570838928
ctx:category=shoes sandals,item:style=department: womens,category×style,248,30272,0.020009532570838928,0.020009532570838928
"ctx:feature=usa based company and service: our jewelry passes extensive quality checkpoints before being shipped to you. in the (very) unlikely event that you aren’t satisfied, simply return f","item:feature=usa based company and service: our jewelry passes extensive quality checkpoints before being shipped to you. in the (very) unlikely event that you aren’t satisfied, simply return f",feature×feature,50,400,0.020009532570838928,0.020009532570838928
ctx:category=jackets & coats jackets,item:material=100% polyester,category×material,184,4416,-0.02000952512025833,0.02000952512025833
ctx:color=color: pink,item:popularity=2,color×popularity,421,13200,0.020009519532322884,0.020009519532322884
ctx:material=leather,item:material=faux leather sole,material×material,85,223968,0.020009513944387436,0.020009513944387436
ctx:category=jackets & coats down & down alternative,item:feature=zipper closure,category×feature,304,4544,-0.020009499043226242,0.020009499043226242
ctx:material=wool,item:feature=rubber sole,material×feature,215,16800,-0.020009495317935944,0.020009495317935944
ctx:feature=100% synthetic,item:feature=package dimensions: 12 x 8 x 4 inches; 2 pounds,feature×feature,82,37016,0.020009486004710197,0.020009486004710197
ctx:category=men gloves,item:price=missing,category×price,296,3008,-0.0200094785541296,0.0200094785541296
ctx:category=tees & blouses blouses & button-down shirts,item:feature=100% viscose,category×feature,72,34624,0.020009461790323257,0.020009461790323257
ctx:material=leather,item:popularity=11,material×popularity,180,223968,0.02000945806503296,0.02000945806503296
ctx:category=earrings stud,item:brand=lux accessories,category×brand,40,17600,0.02000945433974266,0.02000945433974266
ctx:category=earrings stud,"item:feature=great value— enjoy high-end quality, gorgeous jewelry at a low price point. all our beautiful jewelry is lead & nickel compliant with all u.s. requirements, lovingly packaged and d",category×feature,40,17600,0.02000945433974266,0.02000945433974266
ctx:category=earrings stud,"item:feature=the perfect gift— our latest statement piece offers a beautiful silhouette that was carefully handmade by our in-house designers with the intention to create a long lasting, beauti",category×feature,40,17600,0.02000945433974266,0.02000945433974266
ctx:category=handbags & wallets shoulder bags,item:rating=5.0,category×rating,416,12928,-0.02000945433974266,0.02000945433974266
ctx:category=earrings stud,item:price=missing,category×price,1288,17600,-0.020009450614452362,0.020009450614452362
ctx:category=shoes pumps,item:material=leather,category×material,2072,33024,-0.020009450614452362,0.020009450614452362
ctx:material=fabric,item:feature=is discontinued by manufacturer: no,material×feature,110,81896,-0.020009450614452362,0.020009450614452362
ctx:category=jewelry rings,item:brand=amazon collection,category×brand,136,14720,0.02000940963625908,0.02000940963625908
ctx:material=fabric,item:material=100% fabric and synthetic,material×material,35,81896,0.020009372383356094,0.020009372383356094
ctx:material=cotton,item:feature=zipper closure,material×feature,1515,261232,-0.020009364932775497,0.020009364932775497
ctx:category=active athletic socks,item:feature=made in us,category×feature,104,14208,0.020009363070130348,0.020009363070130348
ctx:category=cummerbunds & pocket squares bow ties,item:rating=4.5,category×rating,104,1600,-0.020009353756904602,0.020009353756904602
ctx:category=shoes & jewelry men,item:feature=machine wash,category×feature,168,9856,-0.020009322091937065,0.020009322091937065
ctx:category=sleep & lounge sets,item:rating=2.0,category×rating,40,14656,0.020009320229291916,0.020009320229291916
ctx:category=women pants,item:rating=4.5,category×rating,184,7424,0.020009320229291916,0.020009320229291916
ctx:material=leather,item:material=100% leather/textile,material×material,105,223968,0.020009320229291916,0.020009320229291916
ctx:category=fashion riding,item:price=missing,category×price,904,7744,-0.020009297877550125,0.020009297877550125
ctx:category=fashion motorcycle,item:feature=rubber sole,category×feature,144,3392,-0.02000928670167923,0.02000928670167923
