context_feature,item_feature,field_pair,seed_count,mean_weight,weight_stddev,minimum_weight,maximum_weight,positive_seed_fraction,same_nonzero_sign_all_seeds
ctx:feature=ball closure,item:feature=ball closure,feature×feature,5,0.1639566496014595,0.11757905182475374,0.01997813954949379,0.26370376348495483,1.0,True
ctx:material=100% cotton,item:material=100% cotton,material×material,5,0.16387300081551076,0.11748650758405522,0.020002692937850952,0.26177340745925903,1.0,True
ctx:feature=importado,item:feature=importado,feature×feature,5,0.16380053460597993,0.11743883604522219,0.019966971129179,0.2607864737510681,1.0,True
ctx:feature=japanese quartz movement,item:feature=japanese quartz movement,feature×feature,5,0.16375435888767242,0.11741667839781951,0.019969429820775986,0.26325029134750366,1.0,True
ctx:feature=age range (description): adult,item:feature=age range (description): adult,feature×feature,5,0.16374373510479928,0.11736796487533482,0.020011190325021744,0.26220762729644775,1.0,True
ctx:color=color: gray,item:color=color: gray,color×color,5,0.16371716521680355,0.1173534306568451,0.019991930574178696,0.26046451926231384,1.0,True
ctx:feature=lace up closure,item:feature=lace up closure,feature×feature,5,0.1635763593018055,0.11723024483400898,0.02000495418906212,0.26103079319000244,1.0,True
ctx:feature=100% textile,item:feature=100% textile,feature×feature,5,0.16353713050484658,0.11719989525488451,0.020012667402625084,0.2622794210910797,1.0,True
ctx:material=fabric,item:material=fabric,material×material,5,0.16320746541023254,0.11691862030682294,0.020013555884361267,0.25966909527778625,1.0,True
ctx:feature=slip on closure,item:feature=slip on closure,feature×feature,5,0.16320268549025058,0.11693504335175468,0.019999857991933823,0.260505348443985,1.0,True
ctx:feature=chiffon,item:feature=chiffon,feature×feature,5,0.163065867125988,0.11681494626316369,0.020001284778118134,0.25928932428359985,1.0,True
ctx:feature=lace,item:feature=lace,feature×feature,5,0.16296522803604602,0.11672878518510037,0.020001597702503204,0.25867047905921936,1.0,True
ctx:feature=shaft measures approximately low-top from arch,item:feature=shaft measures approximately low-top from arch,feature×feature,5,0.16295551434159278,0.11681205689795354,0.019999276846647263,0.2654961347579956,1.0,True
ctx:material=rayon,item:material=rayon,material×material,5,0.16294729970395566,0.1167581744568384,0.02001160755753517,0.26175233721733093,1.0,True
ctx:feature=imported,item:material=leather sole,feature×material,5,-0.1628964826464653,0.11706695196933997,-0.263047456741333,-0.019513145089149475,0.0,True
ctx:material=cotton blend,item:material=cotton blend,material×material,5,0.16280569210648538,0.11661338902585588,0.020010627806186676,0.2603972852230072,1.0,True
ctx:feature=is discontinued by manufacturer: yes,item:feature=is discontinued by manufacturer: yes,feature×feature,5,0.16271350383758545,0.11657289522658623,0.0200054794549942,0.2612520158290863,1.0,True
ctx:style=department: unisex-adult,item:style=department: unisex-adult,style×style,5,0.16269727796316147,0.11651060555175634,0.02001176029443741,0.25985315442085266,1.0,True
ctx:feature=is discontinued by manufacturer: no,item:material=fabric,feature×material,5,-0.16267931163311006,0.11652825904431123,-0.2595777213573456,-0.01996679976582527,0.0,True
ctx:feature=stainless steel,item:feature=stainless steel,feature×feature,5,0.16245056986808776,0.11631020073945755,0.020005926489830017,0.2595174014568329,1.0,True
ctx:feature=belt closure,item:feature=belt closure,feature×feature,5,0.16242519170045852,0.11633473681927525,0.01999671384692192,0.26283127069473267,1.0,True
ctx:material=100% cotton,item:color=color: white,material×color,5,-0.16215291395783424,0.11735727044984309,-0.2719757854938507,-0.018847007304430008,0.0,True
ctx:budget=budget around $—,item:budget=budget around $—,budget×budget,5,0.16201552525162696,0.11597499174113518,0.019975662231445312,0.25743216276168823,1.0,True
ctx:feature=100% textile/synthetic,item:feature=100% textile/synthetic,feature×feature,5,0.16184065341949463,0.11584174651840616,0.019962593913078308,0.25677168369293213,1.0,True
ctx:feature=fleece,item:feature=fleece,feature×feature,5,0.16183136776089668,0.11579651322887978,0.020010551437735558,0.2571735084056854,1.0,True
ctx:feature=composite frame,item:feature=composite frame,feature×feature,5,0.1618026901036501,0.11578494566516057,0.020011430606245995,0.2583003342151642,1.0,True
"ctx:material=60% cotton, 40% polyester","item:material=60% cotton, 40% polyester",material×material,5,0.16179504059255123,0.1157724562143485,0.020010624080896378,0.25805750489234924,1.0,True
ctx:feature=swiss quartz movement,item:feature=swiss quartz movement,feature×feature,5,0.16174191795289516,0.11577507682865676,0.019955122843384743,0.2581752836704254,1.0,True
ctx:feature=100% manmade,item:feature=100% manmade,feature×feature,5,0.16169654801487923,0.11569306763438492,0.020012039691209793,0.25861430168151855,1.0,True
ctx:material=fabric,item:style=department: womens,material×style,5,-0.16143786907196045,0.11548758087686778,-0.25691112875938416,-0.01999860256910324,0.0,True
ctx:feature=material: stainless steel,item:feature=material: stainless steel,feature×feature,5,0.16143311448395253,0.11547147123531414,0.020009834319353104,0.2560603618621826,1.0,True
ctx:material=100% polyester,item:material=100% polyester,material×material,5,0.16137304678559303,0.11543084296687389,0.02000289410352707,0.2571242153644562,1.0,True
ctx:feature=straw,item:feature=straw,feature×feature,5,0.16123536229133606,0.11533631586455854,0.019988026469945908,0.2571461796760559,1.0,True
ctx:feature=suede sole,item:feature=suede sole,feature×feature,5,0.1612088806927204,0.11529263639402558,0.020004957914352417,0.25582167506217957,1.0,True
ctx:feature=100% rubber,item:feature=100% rubber,feature×feature,5,0.16107939705252647,0.1152019243557468,0.019986528903245926,0.255854070186615,1.0,True
ctx:feature=polyurethane sole,item:feature=polyurethane sole,feature×feature,5,0.16098303124308586,0.11510852722865021,0.020008444786071777,0.2561183571815491,1.0,True
ctx:material=100% cotton,item:color=color: blue,material×color,5,-0.16085314527153968,0.11666271270835576,-0.27239277958869934,-0.018974900245666504,0.0,True
ctx:style=department: girls,item:style=department: girls,style×style,5,0.16078475043177604,0.11495831731933978,0.02000734582543373,0.25662723183631897,1.0,True
ctx:material=polyester,item:style=department: mens,material×style,5,-0.16071699559688568,0.11506973103013693,-0.26593881845474243,-0.019994225353002548,0.0,True
ctx:feature=100% synthetic,item:style=department: womens,feature×style,5,-0.16071555763483047,0.11498710360853404,-0.2561497092247009,-0.01989060267806053,0.0,True
"ctx:material=95% polyester, 5% spandex","item:material=95% polyester, 5% spandex",material×material,5,0.16071104370057582,0.11489718974064957,0.020011672750115395,0.2577405273914337,1.0,True
ctx:feature=do not bleach,item:feature=do not bleach,feature×feature,5,0.1605489429086447,0.11475816171249519,0.02000202238559723,0.255062997341156,1.0,True
ctx:feature=drawstring waist closure,item:feature=drawstring waist closure,feature×feature,5,0.16051272079348564,0.11479301334587447,0.019947510212659836,0.25823482871055603,1.0,True
ctx:feature=ethylene vinyl acetate sole,item:feature=ethylene vinyl acetate sole,feature×feature,5,0.16038721054792404,0.11462157807592672,0.020005326718091965,0.2546330690383911,1.0,True
ctx:feature=clip closure,item:feature=clip closure,feature×feature,5,0.16025209464132786,0.11459793877724353,0.019894583150744438,0.2543664872646332,1.0,True
ctx:feature=canvas,item:feature=canvas,feature×feature,5,0.16016434729099274,0.11443844292933189,0.020008377730846405,0.25438201427459717,1.0,True
ctx:material=spandex,item:material=spandex,material×material,5,0.1601604837924242,0.11445808754116046,0.020011140033602715,0.2577535808086395,1.0,True
ctx:feature=wash cold,item:feature=wash cold,feature×feature,5,0.1600708395242691,0.11438391804261465,0.01998443529009819,0.2548512816429138,1.0,True
ctx:feature=rubber,item:feature=rubber,feature×feature,5,0.1600686524063349,0.11435630826909107,0.02001284435391426,0.2544066905975342,1.0,True
ctx:category=tops & tees t-shirts,item:price=10_20,category×price,5,-0.1599115289747715,0.11495938975263052,-0.25998419523239136,-0.019193485379219055,0.0,True
ctx:material=polyester,item:style=department: womens,material×style,5,-0.15944168530404568,0.11401858137540578,-0.26010483503341675,-0.02000492252409458,0.0,True
ctx:feature=is discontinued by manufacturer: no,item:feature=machine wash,feature×feature,5,-0.15934172905981542,0.11383073236761279,-0.2556248605251312,-0.019962288439273834,0.0,True
ctx:material=cotton,item:material=100% polyester,material×material,5,-0.15931042060256004,0.11385938930256406,-0.256260484457016,-0.019960233941674232,0.0,True
ctx:feature=hand wash,item:feature=hand wash,feature×feature,5,0.15929060131311418,0.11373677591399457,0.0200098417699337,0.2547219693660736,1.0,True
ctx:feature=made in china,item:feature=made in china,feature×feature,5,0.15924370810389518,0.11369252531730528,0.020012807101011276,0.2544111907482147,1.0,True
ctx:feature=100% suede,item:feature=100% suede,feature×feature,5,0.15923352353274822,0.113683881878532,0.020003143697977066,0.25354868173599243,1.0,True
ctx:feature=synthetic and mesh,item:feature=synthetic and mesh,feature×feature,5,0.15913019627332686,0.11367610320049379,0.019951358437538147,0.25508466362953186,1.0,True
ctx:feature=zipper closure,item:feature=machine wash,feature×feature,5,-0.158980418369174,0.1142079054658606,-0.26672089099884033,-0.019852928817272186,0.0,True
"ctx:material=polyester,cotton","item:material=polyester,cotton",material×material,5,0.1589712042361498,0.11347838052955041,0.02000570297241211,0.2541799545288086,1.0,True
ctx:feature=flannel,item:feature=flannel,feature×feature,5,0.15894928574562073,0.11347167552158215,0.019985415041446686,0.25340381264686584,1.0,True
"ctx:material=95% cotton, 5% spandex","item:material=95% cotton, 5% spandex",material×material,5,0.15879038497805595,0.11335794175619486,0.019973251968622208,0.25309544801712036,1.0,True
ctx:feature=plastic,item:feature=plastic,feature×feature,5,0.15875630415976047,0.11334651378292332,0.019946487620472908,0.2536959946155548,1.0,True
ctx:material=100% cotton,item:color=color: black,material×color,5,-0.15865131914615632,0.11559246362575555,-0.28495609760284424,-0.02001069113612175,0.0,True
ctx:feature=is discontinued by manufacturer: no,item:feature=hand wash only,feature×feature,5,-0.15864237472414972,0.11384516500104298,-0.27186229825019836,-0.019984763115644455,0.0,True
ctx:style=department: boys,item:style=department: boys,style×style,5,0.15863946862518788,0.11320187997338735,0.020012471824884415,0.2542095482349396,1.0,True
ctx:feature=进口,item:feature=进口,feature×feature,5,0.15860094539821148,0.1131752186300026,0.019990958273410797,0.2516504228115082,1.0,True
"ctx:feature=heel measures approximately 2 inches""","item:feature=heel measures approximately 2 inches""",feature×feature,5,0.15853364765644073,0.11312061887014103,0.01999596133828163,0.25284308195114136,1.0,True
ctx:material=leather lining,item:material=leather lining,material×material,5,0.15844772644340993,0.11305210194722466,0.019991301000118256,0.2517428398132324,1.0,True
ctx:category=tops & tees t-shirts,item:popularity=1,category×popularity,5,-0.15843800753355025,0.11316215693978457,-0.26083630323410034,-0.02001122012734413,0.0,True
ctx:feature=wrap closure,item:feature=wrap closure,feature×feature,5,0.15840997472405433,0.11308136660083645,0.019915515556931496,0.2517144978046417,1.0,True
ctx:material=polyester lining,item:material=polyester lining,material×material,5,0.1583480343222618,0.11297518230206523,0.019983705133199692,0.25133228302001953,1.0,True
ctx:feature=denim,item:feature=denim,feature×feature,5,0.1582264643162489,0.11288718928876477,0.01998000033199787,0.2522759437561035,1.0,True
ctx:feature=no closure closure,item:feature=no closure closure,feature×feature,5,0.15814190730452538,0.11278322228809734,0.020011235028505325,0.25032204389572144,1.0,True
"ctx:material=polyester,spandex","item:material=polyester,spandex",material×material,5,0.1581317216157913,0.1127756774831178,0.02001136913895607,0.2510073781013489,1.0,True
ctx:feature=faux fur,item:feature=faux fur,feature×feature,5,0.15811990946531296,0.11277025884469921,0.020009122788906097,0.25177228450775146,1.0,True
ctx:feature=imported,item:style=department: womens,feature×style,5,-0.15806885063648224,0.112979023786852,-0.2610476613044739,-0.01997486501932144,0.0,True
ctx:feature=man made sole,item:feature=man made sole,feature×feature,5,0.15799902528524398,0.1126799944594277,0.02001021057367325,0.2530699074268341,1.0,True
ctx:feature=item weight: 3.2 ounces,item:feature=item weight: 3.2 ounces,feature×feature,5,0.15773526281118394,0.11247354390527661,0.019987817853689194,0.2514353096485138,1.0,True
"ctx:feature=heel measures approximately 1.5 inches""","item:feature=heel measures approximately 1.5 inches""",feature×feature,5,0.15763285309076308,0.11239450749026769,0.01999315619468689,0.2524102032184601,1.0,True
ctx:feature=imported,item:feature=manmade sole,feature×feature,5,-0.15762349367141723,0.11300219075616838,-0.26033174991607666,-0.019697871059179306,0.0,True
ctx:material=100% leather,item:material=leather,material×material,5,0.15746327713131905,0.1122591475194697,0.019978471100330353,0.2500702142715454,1.0,True
ctx:color=color: white,item:feature=machine wash,color×feature,5,-0.15745652951300143,0.11225832124148255,-0.25306451320648193,-0.02000524289906025,0.0,True
ctx:feature=100% viscose,item:feature=100% viscose,feature×feature,5,0.1572572860866785,0.11208728017185611,0.019987590610980988,0.25077906250953674,1.0,True
ctx:material=cotton,item:feature=is discontinued by manufacturer: no,material×feature,5,-0.15709135830402374,0.11196039451981588,-0.2529527246952057,-0.020000480115413666,0.0,True
ctx:feature=textile,item:feature=textile,feature×feature,5,0.15694724917411804,0.11182119122637751,0.019996901974081993,0.24923175573349,1.0,True
ctx:feature=textile and synthetic,item:feature=textile and synthetic,feature×feature,5,0.15687802508473397,0.11175685215060926,0.020012319087982178,0.24975469708442688,1.0,True
ctx:material=genuine leather,item:material=genuine leather,material×material,5,0.15681244470179082,0.11177464329242759,0.020007994025945663,0.2534579038619995,1.0,True
ctx:feature=ear loop closure,item:feature=ear loop closure,feature×feature,5,0.15673763379454614,0.11168595496029975,0.01995374634861946,0.24950331449508667,1.0,True
ctx:feature=is discontinued by manufacturer: no,item:feature=zipper closure,feature×feature,5,-0.15657462999224664,0.11200497607905574,-0.2642894983291626,-0.019874978810548782,0.0,True
ctx:feature=man made,item:feature=man made,feature×feature,5,0.15657285638153554,0.11151187444967704,0.020002078264951706,0.24870219826698303,1.0,True
ctx:feature=machine wash,item:color=color: red,feature×color,5,-0.1565626546740532,0.11166645220639074,-0.25242993235588074,-0.01984729990363121,0.0,True
ctx:feature=rubber sole,item:feature=100% textile,feature×feature,5,-0.15649798847734928,0.11226971279469083,-0.26361918449401855,-0.01952034793794155,0.0,True
ctx:material=pu leather,item:material=pu leather,material×material,5,0.15643338039517402,0.11140545970020234,0.01999863237142563,0.24899384379386902,1.0,True
ctx:feature=is discontinued by manufacturer: no,item:feature=imported,feature×feature,5,-0.15618453398346901,0.11143581142081942,-0.2565697431564331,-0.01998516172170639,0.0,True
"ctx:color=items that are handmade may vary in size, shape and color","item:color=items that are handmade may vary in size, shape and color",color×color,5,0.15593839734792708,0.11103612705614818,0.02001054584980011,0.2525571286678314,1.0,True
"ctx:material=95% polyester, 5% elastane","item:material=95% polyester, 5% elastane",material×material,5,0.15593587793409824,0.11104138523495759,0.019974270835518837,0.25118890404701233,1.0,True
ctx:category=tops & tees t-shirts,item:rating=5.0,category×rating,5,-0.15589603185653686,0.1110352199068218,-0.2540004849433899,-0.01999678835272789,0.0,True
"ctx:feature=heel measures approximately 1""","item:feature=heel measures approximately 1""",feature×feature,5,0.1558855127543211,0.11095248849395214,0.0199993085116148,0.2477356493473053,1.0,True
ctx:feature=pu,item:feature=pu,feature×feature,5,0.15561834909021854,0.11074086741049861,0.020003078505396843,0.24830055236816406,1.0,True
"ctx:material=98% cotton, 2% elastane","item:material=98% cotton, 2% elastane",material×material,5,0.15554768815636635,0.11073601743662702,0.019970625638961792,0.24901390075683594,1.0,True
ctx:material=polyester,item:feature=is discontinued by manufacturer: no,material×feature,5,-0.15537055917084217,0.11088450428479153,-0.2543765902519226,-0.020011665299534798,0.0,True
ctx:feature=machine wash,item:feature=zipper closure,feature×feature,5,-0.1553002517670393,0.11098386737077219,-0.25654247403144836,-0.019650094211101532,0.0,True
ctx:feature=drawstring closure,item:material=fabric,feature×material,5,-0.1552419163286686,0.11172161141564826,-0.2510279417037964,-0.018441837280988693,0.0,True
ctx:feature=manmade,item:feature=manmade,feature×feature,5,0.15522631853818894,0.11042215423674202,0.01999565213918686,0.24774910509586334,1.0,True
ctx:feature=heather,item:feature=heather,feature×feature,5,0.15521672815084459,0.11041556349373144,0.020011819899082184,0.24880026280879974,1.0,True
ctx:feature=package dimensions: 12 x 8 x 4 inches; 2 pounds,item:feature=package dimensions: 12 x 8 x 4 inches; 2 pounds,feature×feature,5,0.15514132753014565,0.11034137055902084,0.020007643848657608,0.24639549851417542,1.0,True
"ctx:feature=heel measures approximately 1.5""","item:feature=heel measures approximately 1.5""",feature×feature,5,0.1551247499883175,0.1103829938743713,0.019945941865444183,0.24755002558231354,1.0,True
ctx:feature=machine wash,item:color=color: black,feature×color,5,-0.15489169619977475,0.11483802464244394,-0.28171810507774353,-0.019999360665678978,0.0,True
"ctx:feature=date first available: january 10, 2021","item:feature=date first available: january 10, 2021",feature×feature,5,0.1548187617212534,0.11009138082905023,0.019991036504507065,0.24659226834774017,1.0,True
ctx:feature=100% polyurethane,item:feature=100% polyurethane,feature×feature,5,0.15461160019040107,0.10991594012868942,0.020011872053146362,0.24625438451766968,1.0,True
ctx:feature=imported,item:style=department: mens,feature×style,5,-0.1544305667281151,0.1098311057977182,-0.2472769320011139,-0.01996370032429695,0.0,True
ctx:feature=sheepskin,item:feature=sheepskin,feature×feature,5,0.15436816923320293,0.10988493844704252,0.019809452816843987,0.24656829237937927,1.0,True
"ctx:material=88% polyester, 12% spandex","item:material=88% polyester, 12% spandex",material×material,5,0.1543646078556776,0.10973284493269332,0.01997716911137104,0.2459080070257187,1.0,True
